name,address,website,tel,mapsUrl,openHours,category,rating
A.C. Aksan Otomotiv San.Tic.Ltd.Şti,"Aziziye, 1069. Sk. No:17, 81010 Merkez/Düzce", ,(0380) 514 90 71,"https://www.google.com/maps/place/A.C.+Aksan+Otomotiv+San.Tic.Ltd.%C5%9Eti/@40.8464485,31.1123407,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9fec6d4cabb7:0x8a2162b5d7ab140c!8m2!3d40.8464485!4d31.1298502","Salı,08:00 - 19:30; Çarşamba,08:00 - 19:30; Perşembe,08:00 - 19:30; Cuma,08:00 - 19:30; Cumartesi,08:00 - 19:30; Pazar,Kapalı; Pazartesi,08:00 - 19:30.",Oto Lastik Dükkanı,"4,5"
Çağla Lastik,"Merkez, akçakoca yolu üzeri beyciler sapağı 10181010 merkez/düzce, 00081 Düzce",cagla-lastik.business.site,(0380) 526 07 58,"https://www.google.com/maps/place/%C3%87a%C4%9Fla+Lastik/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409da00d2a4f4281:0xbd022947ef87c928!8m2!3d40.857216!4d31.1671113","Salı,07:30 - 19:30; Çarşamba,07:30 - 19:30; Perşembe,07:30 - 19:30; Cuma,07:30 - 19:30; Cumartesi,07:30 - 19:30; Pazar,10:00 - 19:30; Pazartesi,07:30 - 19:30.",Oto Lastik Dükkanı,"4,7"
Reis OTO LASTIK ---LASTIKCI HUSEYINN,"Cumhuriyet, 81600 Düzce Merkez/Düzce", ,0544 903 00 81,"https://www.google.com/maps/place/Reis+OTO+LASTIK+---LASTIKCI+HUSEYINN/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d75d7725d6eb9:0x8b3de66bd63c5603!8m2!3d40.825979!4d31.1946606","Salı,24 saat açık; Çarşamba,24 saat açık; Perşembe,24 saat açık; Cuma,24 saat açık; Cumartesi,24 saat açık; Pazar,24 saat açık; Pazartesi,24 saat açık.",Oto Lastik Dükkanı, 
Lastik Vs.,"Uzun Mustafa, D-100 Karayolu No:402, 81010 Düzce Merkez/Düzce",lastikvs.com,(0380) 514 19 80,"https://www.google.com/maps/place/Lastik+Vs./@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffc012fc4b1:0xf2152c42f8675e6a!8m2!3d40.84783!4d31.1515491","Salı,08:00 - 19:30; Çarşamba,08:00 - 19:30; Perşembe,08:00 - 19:30; Cuma,08:00 - 19:30; Cumartesi,08:00 - 19:30; Pazar,Kapalı; Pazartesi,08:00 - 19:30.",Oto Lastik Dükkanı,"3,0"
Likos Oto Lastik Balans 7/24 yol yardim,"Fevzi Çakmak, A, Eski Bolu Cd. No:249, 81020 Düzce Merkez/Düzce",business.site,0545 303 29 91,"https://www.google.com/maps/place/Likos+Oto+Lastik+Balans+7%2F24+yol+yardim/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d74df43b7c251:0x238a3e09662e1c05!8m2!3d40.8253209!4d31.1942419","Salı,24 saat açık; Çarşamba,24 saat açık; Perşembe,24 saat açık; Cuma,24 saat açık; Cumartesi,24 saat açık; Pazar,24 saat açık; Pazartesi,24 saat açık.",Oto Lastik Dükkanı,"3,4"
İlhan Oto Lastik,"Fatih, D100, 81030 Düzce Merkez/Düzce", , ,"https://www.google.com/maps/place/%C4%B0lhan+Oto+Lastik/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffa8204ad0d:0x5a3b645877e342d!8m2!3d40.848498!4d31.142305","Salı,08:00 - 19:30; Çarşamba,08:00 - 19:30; Perşembe,08:00 - 19:30; Cuma,08:00 - 19:30; Cumartesi,08:00 - 19:30; Pazar,Kapalı; Pazartesi,08:00 - 19:30.",Oto Lastik Dükkanı,"3,9"
Lassa - Tevekkel Oto Sanayi,"Eski Sanayi Çarşısı 791. Sok. D:2, Düzce Merkez, Düzce",lassa.com.tr,(0380) 524 02 00,"https://www.google.com/maps/place/Lassa+-+Tevekkel+Oto+Sanayi/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffdd134fe57:0xef2722be24fd1742!8m2!3d40.8475684!4d31.1534241","Salı,08:00 - 19:00; Çarşamba,08:00 - 19:00; Perşembe,08:00 - 19:00; Cuma,08:00 - 19:00; Cumartesi,08:00 - 19:00; Pazar,Kapalı; Pazartesi,08:00 - 19:00.",Oto Lastik Dükkanı,"5,0"
Gulbahar Oto Lastik,"Aziziye, D 100 karayolu kenarı No 541, 81100 Düzce Merkez/Düzce",business.site,0539 505 23 06,"https://www.google.com/maps/place/Gulbahar+Oto+Lastik/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9fecfd9cf187:0x23f44eb0a4847fd8!8m2!3d40.8480178!4d31.1337086","Salı,09:00 - 19:00; Çarşamba,09:00 - 19:00; Perşembe,09:00 - 19:00; Cuma,09:00 - 19:00; Cumartesi,09:00 - 19:00; Pazar,Kapalı; Pazartesi,09:00 - 19:00.",Oto Lastik Dükkanı,"4,9"
YILDIRIMLAR OTO LASTİK,"yıldırımlar lastik kaplama, aziziye mah olimpiyat mevkii no 513, 81100 Düzce",yildirimlargroup.com,(0380) 524 82 81,"https://www.google.com/maps/place/YILDIRIMLAR+OTO+LAST%C4%B0K/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x14caa6faf8b934a3:0xec3c8a184f4d0cd3!8m2!3d40.8481549!4d31.1376257","Salı,08:00 - 18:00; Çarşamba,08:00 - 18:00; Perşembe,08:00 - 18:00; Cuma,08:00 - 18:00; Cumartesi,08:00 - 18:00; Pazar,Kapalı; Pazartesi,08:00 - 18:00.",Oto Lastik Dükkanı,"4,6"
Kervan Oto Lastik,"Cumhuriyet, D100 Yanyolu, 81600 Düzce Merkez/Düzce", ,0544 438 80 80,"https://www.google.com/maps/place/Kervan+Oto+Lastik/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d757b56930807:0xaff2d8670f8fc06e!8m2!3d40.8338787!4d31.1787489","Salı,24 saat açık; Çarşamba,24 saat açık; Perşembe,24 saat açık; Cuma,24 saat açık; Cumartesi,24 saat açık; Pazar,24 saat açık; Pazartesi,24 saat açık.",Oto Lastik Dükkanı,"4,7"
By Lastik & Jant,"Aziziye Mah. D-100 Karayolu Kenarı No:589 Merkez Mahallesi, 81100 Düzce",bylastik.com.tr,(0380) 523 75 76,"https://www.google.com/maps/place/By+Lastik+%26+Jant/@40.847997,31.1118561,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d7545303a50c3:0x392479d8d7ddd897!8m2!3d40.847997!4d31.1293656", ,Oto Lastik Dükkanı,"4,6"
Lastik Park Pak-Kurt Otomotiv 2,"Koçyazı, 81100 Düzce Merkez/Düzce", ,0532 291 98 72,"https://www.google.com/maps/place/Lastik+Park+Pak-Kurt+Otomotiv+2/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d75cc53d05259:0xf18a3bd0824e42d9!8m2!3d40.8405719!4d31.1808455","Salı,08:30 - 18:30; Çarşamba,08:30 - 18:30; Perşembe,08:30 - 18:30; Cuma,08:30 - 18:30; Cumartesi,08:30 - 18:30; Pazar,10:30 - 17:00; Pazartesi,08:30 - 18:30.",Oto Lastik Dükkanı,"4,0"
Lassa-tekevvel,"Kültür, 81600 Düzce Merkez/Düzce",lassa.com.tr, ,"https://www.google.com/maps/place/Lassa-tekevvel/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffdd486e42b:0x46c255322e72679a!8m2!3d40.847607!4d31.1531962", ,Oto Tamirhanesi,"4,7"
Emre Jant Lastik,"Kültür, Kuyumcuzade Blv., 81600 Düzce Merkez/Düzce", ,0555 581 61 62,"https://www.google.com/maps/place/Emre+Jant+Lastik/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffdb3071ff3:0x98d15a6c84610070!8m2!3d40.846649!4d31.152029","Salı,08:30 - 19:00; Çarşamba,08:30 - 19:00; Perşembe,08:30 - 19:00; Cuma,08:30 - 19:00; Cumartesi,08:30 - 19:00; Pazar,10:00 - 17:00; Pazartesi,08:30 - 19:00.",Oto Lastik Dükkanı,"4,0"
Lastik Park,"Uzun Mustafa, D100 Yanyolu, 81010 Düzce Merkez/Düzce", , ,"https://www.google.com/maps/place/Lastik+Park/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffbecd2871f:0xea4b5e768a017d96!8m2!3d40.848153!4d31.148408","Salı,08:30 - 19:30; Çarşamba,08:30 - 19:30; Perşembe,08:30 - 19:30; Cuma,08:30 - 19:30; Cumartesi,08:30 - 19:30; Pazar,Kapalı; Pazartesi,08:30 - 19:30.",Oto Lastik Dükkanı,"3,8"
Yaşar Usta Oto Lastik,"Kültür, Kuyumcuzade Blv., 81600 Düzce Merkez/Düzce", , ,"https://www.google.com/maps/place/Ya%C5%9Far+Usta+Oto+Lastik/@40.8472984,31.1346702,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffc317aa4a5:0x8ee16c5cbe191e39!8m2!3d40.8472984!4d31.1521797","Salı,08:00 - 19:30; Çarşamba,08:00 - 19:30; Perşembe,08:00 - 19:30; Cuma,08:00 - 19:30; Cumartesi,08:00 - 19:30; Pazar,Kapalı; Pazartesi,08:00 - 19:30.",Oto Lastik Dükkanı,"5,0"
Petlas,"Karaca, Düzce - Akçakoca Yolu Yanyolu No:70, 81030 Düzce Merkez/Düzce", ,(0380) 523 02 55,"https://www.google.com/maps/place/Petlas/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d0aabb2857837:0xd2f165bc179bc5ef!8m2!3d40.851634!4d31.1659661", ,Oto Lastik Dükkanı,"5,0"
TEVEKKEL OTO LASSA BAYİİ,"Kültür, 792. Sk. No:2, 81600 Düzce Merkez/Düzce",tevekkel.com,(0380) 524 02 00,"https://www.google.com/maps/place/TEVEKKEL+OTO+LASSA+BAY%C4%B0%C4%B0/@40.8476185,31.1353193,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d9ffc2ceb57e9:0x486c68cf5facf57a!8m2!3d40.8476185!4d31.1528288","Salı,08:00 - 18:30; Çarşamba,08:00 - 18:30; Perşembe,08:00 - 18:30; Cuma,08:00 - 18:30; Cumartesi,08:00 - 18:30; Pazar,Kapalı; Pazartesi,08:00 - 18:30.",Oto Lastik Mağazası,"4,7"
Goodyear,"Merkez, Rasim Betir Paşa Bulv., 33. Sok. No:65, 81600 Düzce Merkez/Düzce",goodyear.eu,(0380) 523 25 26,"https://www.google.com/maps/place/Goodyear/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1zbGFzdGlrw6dp!3m4!1s0x409d7554a95addf1:0xfb8fe20439db0752!8m2!3d40.8451075!4d31.1556951", ,Oto Lastik Dükkanı,"4,5"
Amerikan Kültür Yabancı Dil Okulları Düzce,"Şerefiye, Atatürk Blv. No:47, 81010 Düzce Merkez/Düzce",amerikankulturduzce.com,(0380) 524 17 17,"https://www.google.com/maps/place/Amerikan+K%C3%BClt%C3%BCr+Yabanc%C4%B1+Dil+Okullar%C4%B1+D%C3%BCzce/@40.843849,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d75504c7b9bbf:0x65ae78e98501883f!8m2!3d40.84227!4d31.1636017","Salı,08:30 - 21:00; Çarşamba,08:30 - 21:00; Perşembe,08:30 - 21:00; Cuma,08:30 - 19:00; Cumartesi,08:30 - 19:00; Pazar,08:30 - 19:00; Pazartesi,08:30 - 21:00.",Dil Okulu,"3,8"
Makrodil Universal Language Academy,"Şerefiye, Şerefiye Atatürk Bulvarı, Necatibey Sk. No:2, 81010 Düzce Merkez/Düzce",makrodil.com.tr,(0380) 524 20 00,"https://www.google.com/maps/place/Makrodil+Universal+Language+Academy/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d7550474d05f3:0x48f7dbda0a8e56ea!8m2!3d40.841654!4d31.163341","Salı,09:00 - 20:00; Çarşamba,09:00 - 20:00; Perşembe,09:00 - 20:00; Cuma,09:00 - 20:00; Cumartesi,09:00 - 20:00; Pazar,09:00 - 20:00; Pazartesi,09:00 - 20:00.",Özel Okul,"5,0"
American Life Düzce,"Şerefiye, Rasim Betir Paşa Blv. No:2, 81100 Merkez/Düzce", ,(0380) 541 44 44,"https://www.google.com/maps/place/American+Life+D%C3%BCzce/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d75e9de8b6409:0x37b9800cf1030221!8m2!3d40.8441315!4d31.1635239","Salı,09:00 - 20:00; Çarşamba,09:00 - 20:00; Perşembe,09:00 - 20:00; Cuma,09:00 - 20:00; Cumartesi,09:00 - 20:00; Pazar,Kapalı; Pazartesi,09:00 - 20:00.",İngilizce Dil Okulu,"5,0"
İngiliz Kültür Yabancı Dil Kursları,"Cedidiye, Necip Güney Sk. No:2, 81020 Düzce Merkez/Düzce", , ,"https://www.google.com/maps/place/%C4%B0ngiliz+K%C3%BClt%C3%BCr+Yabanc%C4%B1+Dil+Kurslar%C4%B1/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d755ad47ddf9b:0xcb4a443bcc57a3eb!8m2!3d40.8386936!4d31.1615101", ,Eğitim Merkezi, 
ideal - KARACAN Akademi,"Şerefiye, Atatürk Cd. No:33, 81100 Düzce Merkez/Düzce", ,(0380) 512 17 12,"https://www.google.com/maps/place/ideal+-+KARACAN+Akademi/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d754bfb3b9633:0x2b7912302bb5132a!8m2!3d40.8413099!4d31.1632371","Salı,10:00 - 22:00; Çarşamba,10:00 - 22:00; Perşembe,10:00 - 22:00; Cuma,10:00 - 22:00; Cumartesi,10:00 - 22:00; Pazar,10:00 - 22:00; Pazartesi,10:00 - 22:00.",Eğitim,"4,7"
Düzce Özel Doğuş Koleji,"Kara Hacımusa, TOKİ Memur-Sen Konutları İç Yolu, 81100 Düzce Merkez/Düzce",duzcedoguskoleji.com, ,"https://www.google.com/maps/place/D%C3%BCzce+%C3%96zel+Do%C4%9Fu%C5%9F+Koleji/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409da002fb4dc949:0xb04283a0e58b044a!8m2!3d40.8546445!4d31.1527305", ,Okul,"1,0"
Düzce Lisesi,"Nusrettin, Nezih Tütüncüoğlu Bulv., 81010 Düzce Merkez/Düzce", ,(0380) 524 61 41,"https://www.google.com/maps/place/D%C3%BCzce+Lisesi/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d75460591b3b1:0xfd62b0cd59947c1b!8m2!3d40.8379064!4d31.1692937", ,Okul,"2,4"
ÖZEL KARE DİL KURSU,"Tabaklar mah. İzzet Baysal cad. Börekçiler Sok. No:8/8-9-10-11-12-13 Bolu Merkez, 14000 Bolu/Merkez/Bolu",akindil.com,(0374) 222 29 99,"https://www.google.com/maps/place/%C3%96ZEL+KARE+D%C4%B0L+KURSU/@40.730781,31.5854535,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d3f6c20a7b5bf:0xd191d767572a539!8m2!3d40.730781!4d31.602963", ,İngilizce Dil Okulu,"5,0"
Düzce Meslek Yüksek Okulu,"Merkez, Uzunmustafa Mah., Düzce",dmyo.duzce.edu.tr,(0380) 524 00 98,"https://www.google.com/maps/place/D%C3%BCzce+Meslek+Y%C3%BCksek+Okulu/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d9fe33339dff3:0x74d9297d0f4ac145!8m2!3d40.8449348!4d31.1479809", ,Meslek Yüksekokulu,"3,2"
British Street Bolu Language School,"Karaçayır, Şirin Sk., 14200 Bolu Merkez/Bolu",bolubritishstreet.com,(0374) 217 57 37,"https://www.google.com/maps/place/British+Street+Bolu+Language+School/@40.7285562,31.5871229,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d3f6917e20f15:0xe64fa114e6cca543!8m2!3d40.7285562!4d31.6046324","Salı,09:00 - 21:30; Çarşamba,09:00 - 21:30; Perşembe,09:00 - 21:30; Cuma,09:00 - 21:30; Cumartesi,09:00 - 21:30; Pazar,09:00 - 21:30; Pazartesi,09:00 - 21:00.",Dil Okulu,"5,0"
Dilkon Dil ve Konuşma Terapi Merkezi,"Aziziye, Şht. Ramazan Gel Cd. No:22 D:aire:2, 81010 Düzce Merkez/Düzce",dilkon.net,0505 060 78 47,"https://www.google.com/maps/place/Dilkon+Dil+ve+Konu%C5%9Fma+Terapi+Merkezi/@40.8439258,31.1209942,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d9fe5ea197383:0x124227da8400817a!8m2!3d40.8439258!4d31.1385037","Salı,10:00 - 18:00; Çarşamba,10:00 - 18:00; Perşembe,10:00 - 18:00; Cuma,10:00 - 18:00; Cumartesi,10:00 - 18:00; Pazar,Kapalı; Pazartesi,10:00 - 18:00.",Danışman,"5,0"
Özel Düzce Safir Koleji,"Çay Mah. Saatçigil Cad. No:69 Kat: 1, Valilik Binası Arkası, 81010 Merkez/Düzce",safiregitim.com,(0380) 524 25 25,"https://www.google.com/maps/place/%C3%96zel+D%C3%BCzce+Safir+Koleji/@40.837065,31.1363315,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d755c3bf86a67:0x2e55637345ddb79e!8m2!3d40.837065!4d31.153841","Salı,08:00 - 18:00; Çarşamba,08:00 - 18:00; Perşembe,08:00 - 18:00; Cuma,08:00 - 18:00; Cumartesi,08:00 - 17:00; Pazar,Kapalı; Pazartesi,08:00 - 18:00.",Eğitim Kurumu,"4,5"
Bolu Amerikan Kültür Dil Okulları,"Tabaklar, Börekciler Sk., 14100 Bolu Merkez/Bolu",amerikankultur.org.tr,(0374) 215 89 90,"https://www.google.com/maps/place/Bolu+Amerikan+K%C3%BClt%C3%BCr+Dil+Okullar%C4%B1/@40.7307549,31.585464,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d3f6c2f0210b9:0x10bf8d50fe9ee48a!8m2!3d40.7307549!4d31.6029735","Salı,09:00 - 21:30; Çarşamba,09:00 - 21:30; Perşembe,09:00 - 21:30; Cuma,09:00 - 21:30; Cumartesi,09:00 - 21:30; Pazar,09:00 - 21:30; Pazartesi,09:00 - 21:30.",İngilizce Dil Okulu,"4,8"
Hakime Erciyas Yabancı Diller Yüksekokulu,"Düzce Ünv., 81620 Yörük/Düzce Merkez/Düzce",ydy.duzce.edu.tr,(0380) 542 11 63,"https://www.google.com/maps/place/Hakime+Erciyas+Yabanc%C4%B1+Diller+Y%C3%BCksekokulu/@40.9048793,31.1686608,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409da0c43094f487:0xc54600e695af0b2a!8m2!3d40.9048793!4d31.1861703","Salı,08:00 - 17:00; Çarşamba,08:00 - 17:00; Perşembe,08:00 - 17:00; Cuma,08:00 - 17:00; Cumartesi,Kapalı; Pazar,Kapalı; Pazartesi,08:00 - 17:00.",Hazırlık Okulu,"4,4"
English Life,"Karaçayır, Aydın Sk., 14200 Bolu Merkez/Bolu", , ,"https://www.google.com/maps/place/English+Life/@40.7303625,31.5895227,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d3f6bc231b237:0x21dc726d6f5b1d76!8m2!3d40.7303625!4d31.6070322", ,İngilizce Dil Okulu, 
Bolu Easy Talk Dil Kursu,"Izzet Baysal Cd, Izzet baysal Cad. Börekçiler sokak, Izzet baysal Cad. Börekçiler sokak, Reshat Aker Sok, No16", , ,"https://www.google.com/maps/place/Bolu+Easy+Talk+Dil+Kursu/@40.7313443,31.5851919,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d3f6c2e6bef5f:0x610ea1ee8b1ec2a1!8m2!3d40.7313443!4d31.6027014", ,Dil Okulu, 
Eğitim Sen,"Kültür, Kültür Sok. No:17, 81600 Düzce Merkez/Düzce", ,(0380) 523 60 50,"https://www.google.com/maps/place/E%C4%9Fitim+Sen/@40.8438464,31.15654,14z/data=!4m8!1m2!2m1!1sdil+okulu!3m4!1s0x409d7554a5865d7d:0x8e99d8147435d8eb!8m2!3d40.8418604!4d31.1591107", , , 
